timestamp,value
2013-12-03 18:20:00,66.471
2013-12-03 18:25:00,70.015
2013-12-03 18:30:00,66.114
2013-12-03 18:35:00,67.034
2013-12-03 18:40:00,66.798
2013-12-03 18:45:00,66.304
2013-12-03 18:50:00,69.494
2013-12-03 18:55:00,68.668
2013-12-03 19:00:00,65.329
2013-12-03 19:05:00,66.679
2013-12-03 19:10:00,67.826
2013-12-03 19:15:00,68.406
2013-12-03 19:20:00,66.004
2013-12-03 19:25:00,65.074
2013-12-03 19:30:00,65.653
2013-12-03 19:35:00,68.017
2013-12-03 19:40:00,68.141
2013-12-03 19:45:00,68.844
2013-12-03 19:50:00,67.672
2013-12-03 19:55:00,67.294
2013-12-03 20:00:00,66.505
2013-12-03 20:05:00,69.497
2013-12-03 20:10:00,69.717
2013-12-03 20:15:00,70.637
2013-12-03 20:20:00,70.567
2013-12-03 20:25:00,69.564
2013-12-03 20:30:00,71.586
2013-12-03 20:35:00,69.979
2013-12-03 20:40:00,69.526
2013-12-03 20:45:00,69.871
2013-12-03 20:50:00,69.971
2013-12-03 20:55:00,68.252
2013-12-03 21:00:00,71.216
2013-12-03 21:05:00,71.507
2013-12-03 21:10:00,70.951
2013-12-03 21:15:00,70.707
2013-12-03 21:20:00,72.188
2013-12-03 21:25:00,73.981
2013-12-03 21:30:00,72.144
2013-12-03 21:35:00,71.667
2013-12-03 21:40:00,71.744
2013-12-03 21:45:00,72.547
2013-12-03 21:50:00,71.29
2013-12-03 21:55:00,72.833
2013-12-03 22:00:00,73.232
2013-12-03 22:05:00,75.547
2013-12-03 22:10:00,74.639
2013-12-03 22:15:00,74.921
2013-12-03 22:20:00,72.996
2013-12-03 22:25:00,74.826
2013-12-03 22:30:00,72.824
2013-12-03 22:35:00,74.734
2013-12-03 22:40:00,75.029
2013-12-03 22:45:00,73.773
2013-12-03 22:50:00,77.256
2013-12-03 22:55:00,75.7
2013-12-03 23:00:00,72.897
2013-12-03 23:05:00,76.003
2013-12-03 23:10:00,75.008
2013-12-03 23:15:00,75.654
2013-12-03 23:20:00,76.365
2013-12-03 23:25:00,76.427
2013-12-03 23:30:00,73.661
2013-12-03 23:35:00,74.865
2013-12-03 23:40:00,77.327
2013-12-03 23:45:00,78.105
2013-12-03 23:50:00,78.968
2013-12-03 23:55:00,78.986
2013-12-04 00:00:00,74.492
2013-12-04 00:05:00,78.015
2013-12-04 00:10:00,74.923
2013-12-04 00:15:00,79.287
2013-12-04 00:20:00,77.78
2013-12-04 00:25:00,76.229
2013-12-04 00:30:00,80.13
2013-12-04 00:35:00,78.608
2013-12-04 00:40:00,75.68
2013-12-04 00:45:00,78.412
2013-12-04 00:50:00,77.29
2013-12-04 00:55:00,78.406
2013-12-04 01:00:00,77.816
2013-12-04 01:05:00,80.121
2013-12-04 01:10:00,76.86
2013-12-04 01:15:00,79.041
2013-12-04 01:20:00,80.926
2013-12-04 01:25:00,77.842
2013-12-04 01:30:00,79.169
2013-12-04 01:35:00,79.237
2013-12-04 01:40:00,78.242
2013-12-04 01:45:00,79.919
2013-12-04 01:50:00,79.326
2013-12-04 01:55:00,78.141
2013-12-04 02:00:00,81.449
2013-12-04 02:05:00,80.342
2013-12-04 02:10:00,79.245
2013-12-04 02:15:00,78.732
2013-12-04 02:20:00,78.601
2013-12-04 02:25:00,81.062
2013-12-04 02:30:00,79.447
2013-12-04 02:35:00,80.21
2013-12-04 02:40:00,79.468
2013-12-04 02:45:00,80.457
2013-12-04 02:50:00,79.601
2013-12-04 02:55:00,80.677
2013-12-04 03:00:00,79.557
2013-12-04 03:05:00,80.784
2013-12-04 03:10:00,80.604
2013-12-04 03:15:00,79.662
2013-12-04 03:20:00,78.771
2013-12-04 03:25:00,78.672
2013-12-04 03:30:00,78.904
2013-12-04 03:35:00,78.601
2013-12-04 03:40:00,80.807
2013-12-04 03:45:00,79.693
2013-12-04 03:50:00,81.611
2013-12-04 03:55:00,82.437
2013-12-04 04:00:00,79.701
2013-12-04 04:05:00,77.781
2013-12-04 04:10:00,79.144
2013-12-04 04:15:00,79.47
2013-12-04 04:20:00,77.73
2013-12-04 04:25:00,79.167
2013-12-04 04:30:00,79.76
2013-12-04 04:35:00,78.809
2013-12-04 04:40:00,78.379
2013-12-04 04:45:00,78.328
2013-12-04 04:50:00,81.317
2013-12-04 04:55:00,78.911
2013-12-04 05:00:00,78.034
2013-12-04 05:05:00,78.506
2013-12-04 05:10:00,80.018
2013-12-04 05:15:00,77.968
2013-12-04 05:20:00,79.282
2013-12-04 05:25:00,79.487
2013-12-04 05:30:00,79.419
2013-12-04 05:35:00,80.104
2013-12-04 05:40:00,77.664
2013-12-04 05:45:00,79.581
2013-12-04 05:50:00,77.165
2013-12-04 05:55:00,77.532
2013-12-04 06:00:00,79.332
2013-12-04 06:05:00,78.769
2013-12-04 06:10:00,77.667
2013-12-04 06:15:00,76.115
2013-12-04 06:20:00,78.096
2013-12-04 06:25:00,76.54
2013-12-04 06:30:00,76.06
2013-12-04 06:35:00,76.26
2013-12-04 06:40:00,77.201
2013-12-04 06:45:00,74.225
2013-12-04 06:50:00,77.065
2013-12-04 06:55:00,76.701
2013-12-04 07:00:00,75.649
2013-12-04 07:05:00,77.45
2013-12-04 07:10:00,76.793
2013-12-04 07:15:00,75.184
2013-12-04 07:20:00,74.957
2013-12-04 07:25:00,76.443
2013-12-04 07:30:00,73.636
2013-12-04 07:35:00,74.9
2013-12-04 07:40:00,74.385
2013-12-04 07:45:00,75.067
2013-12-04 07:50:00,75.076
2013-12-04 07:55:00,74.706
2013-12-04 08:00:00,75.86
2013-12-04 08:05:00,74.608
2013-12-04 08:10:00,73.791
2013-12-04 08:15:00,72.549
2013-12-04 08:20:00,74.701
2013-12-04 08:25:00,74.3
2013-12-04 08:30:00,75.238
2013-12-04 08:35:00,72.43
2013-12-04 08:40:00,73.188
2013-12-04 08:45:00,72.915
2013-12-04 08:50:00,72.708
2013-12-04 08:55:00,72.654
2013-12-04 09:00:00,70.411
2013-12-04 09:05:00,73.286
2013-12-04 09:10:00,72.907
2013-12-04 09:15:00,73.306
2013-12-04 09:20:00,74.476
2013-12-04 09:25:00,71.221
2013-12-04 09:30:00,71.387
2013-12-04 09:35:00,71.27
2013-12-04 09:40:00,73.416
2013-12-04 09:45:00,68.836
2013-12-04 09:50:00,71.325
2013-12-04 09:55:00,68.806
2013-12-04 10:00:00,67.303
2013-12-04 10:05:00,67.806
2013-12-04 10:10:00,68.404
2013-12-04 10:15:00,71.177
2013-12-04 10:20:00,68.686
2013-12-04 10:25:00,69.289
2013-12-04 10:30:00,68.001
2013-12-04 10:35:00,69.967
2013-12-04 10:40:00,67.749
2013-12-04 10:45:00,70.491
2013-12-04 10:50:00,67.559
2013-12-04 10:55:00,67.675
2013-12-04 11:00:00,68.584
2013-12-04 11:05:00,68.311
2013-12-04 11:10:00,69.838
2013-12-04 11:15:00,68.122
2013-12-04 11:20:00,66.379
2013-12-04 11:25:00,67.009
2013-12-04 11:30:00,66.848
2013-12-04 11:35:00,68.263
2013-12-04 11:40:00,67.712
2013-12-04 11:45:00,66.97
2013-12-04 11:50:00,68.02
2013-12-04 11:55:00,66.208
2013-12-04 12:00:00,66.547
2013-12-04 12:05:00,66.798
2013-12-04 12:10:00,68.288
2013-12-04 12:15:00,66.212
2013-12-04 12:20:00,65.788
2013-12-04 12:25:00,64.836
2013-12-04 12:30:00,66.798
2013-12-04 12:35:00,65.157
2013-12-04 12:40:00,66.164
2013-12-04 12:45:00,63.363
2013-12-04 12:50:00,66.792
2013-12-04 12:55:00,63.841
2013-12-04 13:00:00,64.408
2013-12-04 13:05:00,66.517
2013-12-04 13:10:00,63.553
2013-12-04 13:15:00,64.971
2013-12-04 13:20:00,65.07
2013-12-04 13:25:00,63.701
2013-12-04 13:30:00,66.432
2013-12-04 13:35:00,66.544
2013-12-04 13:40:00,62.308
2013-12-04 13:45:00,62.867
2013-12-04 13:50:00,65.511
2013-12-04 13:55:00,62.916
2013-12-04 14:00:00,63.956
2013-12-04 14:05:00,64.524
2013-12-04 14:10:00,65.148
2013-12-04 14:15:00,64.003
2013-12-04 14:20:00,64.342
2013-12-04 14:25:00,63.257
2013-12-04 14:30:00,65.704
2013-12-04 14:35:00,63.527
2013-12-04 14:40:00,64.5
2013-12-04 14:45:00,63.454
2013-12-04 14:50:00,64.175
2013-12-04 14:55:00,63.828
2013-12-04 15:00:00,63.822
2013-12-04 15:05:00,62.791
2013-12-04 15:10:00,64.958
2013-12-04 15:15:00,65.697
2013-12-04 15:20:00,64.294
2013-12-04 15:25:00,64.886
2013-12-04 15:30:00,65.023
2013-12-04 15:35:00,65.144
2013-12-04 15:40:00,64.411
2013-12-04 15:45:00,64.323
2013-12-04 15:50:00,65.129
2013-12-04 15:55:00,64.204
2013-12-04 16:00:00,62.984
2013-12-04 16:05:00,64.217
2013-12-04 16:10:00,61.962
2013-12-04 16:15:00,64.264
2013-12-04 16:20:00,64.814
2013-12-04 16:25:00,65.852
2013-12-04 16:30:00,64.604
2013-12-04 16:35:00,65.594
2013-12-04 16:40:00,64.54
2013-12-04 16:45:00,63.378
2013-12-04 16:50:00,62.98
2013-12-04 16:55:00,63.582
2013-12-04 17:00:00,63.181
2013-12-04 17:05:00,65.66
2013-12-04 17:10:00,64.732
2013-12-04 17:15:00,65.751
2013-12-04 17:20:00,65.243
2013-12-04 17:25:00,66.499
2013-12-04 17:30:00,66.613
2013-12-04 17:35:00,64.665
2013-12-04 17:40:00,65.211
2013-12-04 17:45:00,65.005
2013-12-04 17:50:00,63.806
2013-12-04 17:55:00,66.672
2013-12-04 18:00:00,67.401
2013-12-04 18:05:00,66.083
2013-12-04 18:10:00,65.617
2013-12-04 18:15:00,67.64
2013-12-04 18:20:00,63.641
2013-12-04 18:25:00,66.794
2013-12-04 18:30:00,66.882
2013-12-04 18:35:00,66.157
2013-12-04 18:40:00,68.646
2013-12-04 18:45:00,68.278
2013-12-04 18:50:00,66.938
2013-12-04 18:55:00,67.289
2013-12-04 19:00:00,67.07
2013-12-04 19:05:00,67.067
2013-12-04 19:10:00,66.259
2013-12-04 19:15:00,69.634
2013-12-04 19:20:00,69.362
2013-12-04 19:25:00,69.24
2013-12-04 19:30:00,67.123
2013-12-04 19:35:00,71.09
2013-12-04 19:40:00,71.127
2013-12-04 19:45:00,69.136
2013-12-04 19:50:00,67.986
2013-12-04 19:55:00,68.194
2013-12-04 20:00:00,69.899
2013-12-04 20:05:00,68.466
2013-12-04 20:10:00,69.687
2013-12-04 20:15:00,71.201
2013-12-04 20:20:00,68.254
2013-12-04 20:25:00,72.638
2013-12-04 20:30:00,72.281
2013-12-04 20:35:00,69.087
2013-12-04 20:40:00,69.046
2013-12-04 20:45:00,70.574
2013-12-04 20:50:00,69.848
2013-12-04 20:55:00,70.942
2013-12-04 21:00:00,68.333
2013-12-04 21:05:00,71.329
2013-12-04 21:10:00,73.94
2013-12-04 21:15:00,70.61
2013-12-04 21:20:00,71.795
2013-12-04 21:25:00,70.508
2013-12-04 21:30:00,73.235
2013-12-04 21:35:00,72.371
2013-12-04 21:40:00,75.142
2013-12-04 21:45:00,73.234
2013-12-04 21:50:00,72.71
2013-12-04 21:55:00,73.988
2013-12-04 22:00:00,72.89
2013-12-04 22:05:00,72.059
2013-12-04 22:10:00,74.197
2013-12-04 22:15:00,73.793
2013-12-04 22:20:00,74.368
2013-12-04 22:25:00,74.785
2013-12-04 22:30:00,73.886
2013-12-04 22:35:00,75.167
2013-12-04 22:40:00,76.908
2013-12-04 22:45:00,73.654
2013-12-04 22:50:00,77.227
2013-12-04 22:55:00,75.008
2013-12-04 23:00:00,74.535
2013-12-04 23:05:00,78.521
2013-12-04 23:10:00,75.947
2013-12-04 23:15:00,77.556
2013-12-04 23:20:00,77.041
2013-12-04 23:25:00,74.189
2013-12-04 23:30:00,76.495
2013-12-04 23:35:00,75.862
2013-12-04 23:40:00,75.022
2013-12-04 23:45:00,74.644
2013-12-04 23:50:00,77.028
2013-12-04 23:55:00,77.746
2013-12-05 00:00:00,77.637
2013-12-05 00:05:00,76.93
2013-12-05 00:10:00,76.464
2013-12-05 00:15:00,76.36
2013-12-05 00:20:00,76.998
2013-12-05 00:25:00,76.542
2013-12-05 00:30:00,77.652
2013-12-05 00:35:00,77.98
2013-12-05 00:40:00,77.041
2013-12-05 00:45:00,77.943
2013-12-05 00:50:00,77.412
2013-12-05 00:55:00,78.419
2013-12-05 01:00:00,79.129
2013-12-05 01:05:00,78.827
2013-12-05 01:10:00,79.27
2013-12-05 01:15:00,76.808
2013-12-05 01:20:00,78.419
2013-12-05 01:25:00,79.285
2013-12-05 01:30:00,79.799
2013-12-05 01:35:00,77.185
2013-12-05 01:40:00,79.364
2013-12-05 01:45:00,80.687
2013-12-05 01:50:00,79.087
2013-12-05 01:55:00,79.247
2013-12-05 02:00:00,79.957
2013-12-05 02:05:00,79.764
2013-12-05 02:10:00,80.326
2013-12-05 02:15:00,79.647
2013-12-05 02:20:00,79.784
2013-12-05 02:25:00,78.7
2013-12-05 02:30:00,79.467
2013-12-05 02:35:00,81.205
2013-12-05 02:40:00,79.482
2013-12-05 02:45:00,79.547
2013-12-05 02:50:00,79.178
2013-12-05 02:55:00,80.727
2013-12-05 03:00:00,78.767
2013-12-05 03:05:00,80.892
2013-12-05 03:10:00,78.678
2013-12-05 03:15:00,78.533
2013-12-05 03:20:00,80.044
2013-12-05 03:25:00,79.945
2013-12-05 03:30:00,80.134
2013-12-05 03:35:00,81.036
2013-12-05 03:40:00,79.246
2013-12-05 03:45:00,80.249
2013-12-05 03:50:00,78.598
2013-12-05 03:55:00,81.169
2013-12-05 04:00:00,80.382
2013-12-05 04:05:00,80.228
2013-12-05 04:10:00,79.767
2013-12-05 04:15:00,78.553
2013-12-05 04:20:00,79.053
2013-12-05 04:25:00,79.994
2013-12-05 04:30:00,79.312
2013-12-05 04:35:00,79.422
2013-12-05 04:40:00,77.578
2013-12-05 04:45:00,79.359
2013-12-05 04:50:00,78.24
2013-12-05 04:55:00,77.695
2013-12-05 05:00:00,78.731
2013-12-05 05:05:00,76.607
2013-12-05 05:10:00,79.587
2013-12-05 05:15:00,79.683
2013-12-05 05:20:00,78.504
2013-12-05 05:25:00,77.28
2013-12-05 05:30:00,77.24
2013-12-05 05:35:00,78.091
2013-12-05 05:40:00,75.259
2013-12-05 05:45:00,78.276
2013-12-05 05:50:00,78.746
2013-12-05 05:55:00,77.461
2013-12-05 06:00:00,77.125
2013-12-05 06:05:00,77.817
2013-12-05 06:10:00,77.896
2013-12-05 06:15:00,78.663
2013-12-05 06:20:00,77.244
2013-12-05 06:25:00,76.264
2013-12-05 06:30:00,76.405
2013-12-05 06:35:00,77.041
2013-12-05 06:40:00,78.551
2013-12-05 06:45:00,76.159
2013-12-05 06:50:00,75.137
2013-12-05 06:55:00,75.211
2013-12-05 07:00:00,73.592
2013-12-05 07:05:00,76.354
2013-12-05 07:10:00,74.173
2013-12-05 07:15:00,74.172
2013-12-05 07:20:00,73.126
2013-12-05 07:25:00,73.998
2013-12-05 07:30:00,75.862
2013-12-05 07:35:00,73.446
2013-12-05 07:40:00,72.757
2013-12-05 07:45:00,74.907
2013-12-05 07:50:00,74.118
2013-12-05 07:55:00,74.879
2013-12-05 08:00:00,75.08
2013-12-05 08:05:00,74.012
2013-12-05 08:10:00,72.294
2013-12-05 08:15:00,73.531
2013-12-05 08:20:00,74.107
2013-12-05 08:25:00,72.634
2013-12-05 08:30:00,71.434
2013-12-05 08:35:00,74.307
2013-12-05 08:40:00,72.309
2013-12-05 08:45:00,72.14
2013-12-05 08:50:00,72.473
2013-12-05 08:55:00,73.513
2013-12-05 09:00:00,72.415
2013-12-05 09:05:00,71.52
2013-12-05 09:10:00,72.561
2013-12-05 09:15:00,74.14
2013-12-05 09:20:00,73.051
2013-12-05 09:25:00,72.014
2013-12-05 09:30:00,69.682
2013-12-05 09:35:00,75.353
2013-12-05 09:40:00,69.235
2013-12-05 09:45:00,70.05
2013-12-05 09:50:00,69.479
2013-12-05 09:55:00,72.095
2013-12-05 10:00:00,70.472
2013-12-05 10:05:00,68.08
2013-12-05 10:10:00,69.94
2013-12-05 10:15:00,70.102
2013-12-05 10:20:00,68.891
2013-12-05 10:25:00,67.638
2013-12-05 10:30:00,68.062
2013-12-05 10:35:00,68.239
2013-12-05 10:40:00,68.623
2013-12-05 10:45:00,67.806
2013-12-05 10:50:00,69.147
2013-12-05 10:55:00,66.962
2013-12-05 11:00:00,65.863
2013-12-05 11:05:00,66.893
2013-12-05 11:10:00,69.241
2013-12-05 11:15:00,66.778
2013-12-05 11:20:00,70.121
2013-12-05 11:25:00,67.749
2013-12-05 11:30:00,65.611
2013-12-05 11:35:00,65.859
2013-12-05 11:40:00,67.006
2013-12-05 11:45:00,65.157
2013-12-05 11:50:00,69.278
2013-12-05 11:55:00,65.1
2013-12-05 12:00:00,66.97
2013-12-05 12:05:00,67.77
2013-12-05 12:10:00,65.755
2013-12-05 12:15:00,64.562
2013-12-05 12:20:00,65.303
2013-12-05 12:25:00,65.942
2013-12-05 12:30:00,66.437
2013-12-05 12:35:00,65.336
2013-12-05 12:40:00,63.473
2013-12-05 12:45:00,65.091
2013-12-05 12:50:00,64.123
2013-12-05 12:55:00,62.205
2013-12-05 13:00:00,63.885
2013-12-05 13:05:00,62.903
2013-12-05 13:10:00,65.23
2013-12-05 13:15:00,66.765
2013-12-05 13:20:00,66.572
2013-12-05 13:25:00,63.567
2013-12-05 13:30:00,63.611
2013-12-05 13:35:00,64.918
2013-12-05 13:40:00,65.288
2013-12-05 13:45:00,63.439
2013-12-05 13:50:00,63.701
2013-12-05 13:55:00,66.454
2013-12-05 14:00:00,63.614
2013-12-05 14:05:00,63.102
2013-12-05 14:10:00,63.773
2013-12-05 14:15:00,64.273
2013-12-05 14:20:00,62.303
2013-12-05 14:25:00,63.187
2013-12-05 14:30:00,62.044
2013-12-05 14:35:00,63.073
2013-12-05 14:40:00,65.626
2013-12-05 14:45:00,64.235
2013-12-05 14:50:00,63.208
2013-12-05 14:55:00,62.177
2013-12-05 15:00:00,62.905
2013-12-05 15:05:00,64.525
2013-12-05 15:10:00,62.58
2013-12-05 15:15:00,64.987
2013-12-05 15:20:00,61.596
2013-12-05 15:25:00,62.897
2013-12-05 15:30:00,65.341
2013-12-05 15:35:00,60.848
2013-12-05 15:40:00,64.696
2013-12-05 15:45:00,61.064
2013-12-05 15:50:00,63.198
2013-12-05 15:55:00,63.122
2013-12-05 16:00:00,64.346
2013-12-05 16:05:00,59.602
2013-12-05 16:10:00,61.121
2013-12-05 16:15:00,62.781
2013-12-05 16:20:00,63.546
2013-12-05 16:25:00,62.476
2013-12-05 16:30:00,63.332
2013-12-05 16:35:00,62.227
2013-12-05 16:40:00,63.225
2013-12-05 16:45:00,62.75
2013-12-05 16:50:00,64.123
2013-12-05 16:55:00,64.594
2013-12-05 17:00:00,65.687
2013-12-05 17:05:00,63.253
2013-12-05 17:10:00,63.736
2013-12-05 17:15:00,64.256
2013-12-05 17:20:00,63.928
2013-12-05 17:25:00,64.307
2013-12-05 17:30:00,62.585
2013-12-05 17:35:00,64.999
2013-12-05 17:40:00,63.551
